CódigoCompra;Data;Fornecedor;Produto;Quantidade;ValorUnitário;ValorFinal
68228;17/12/2023;Fabrica Doidona Asia;Mola de pressão - Linha C;2;52.4;104.79
68228;17/12/2023;Fabrica Doidona Asia;Correia - Linha A;1;119.92;119.92
68228;17/12/2023;Fabrica Doidona Asia;Mola de pressão - Linha A;1;39.62;39.62
68229;17/12/2023;Fabrica Hashtag Brasil;Radiador - Linha C;1;339.75;339.75
68231;17/12/2023;Fabrica Doidona Brasil;Correia - Linha Premium;5;269.61;1348.05
68231;17/12/2023;Fabrica Doidona Brasil;Volante - Linha Premium;1;1191.57;1191.57
68234;17/12/2023;Fabrica Doidona Argentina;Óleo Motor - Linha A;1;259;259
68237;17/12/2023;Original Fábrica Brasil;Bomba d'agua - Linha B;1;636.99;636.99
68241;17/12/2023;Fabrica Hashtag Brasil;Foto do Lira - Linha A;4;870;3480
68242;17/12/2023;Revenda Asia;Pneus - Linha B;1;413.9;413.9
68243;17/12/2023;Original Fábrica Europa;Condensador - Linha A;2;689.9;1379.8
68245;17/12/2023;Fabrica Doidona Europa;Mola de pressão - Linha A;1;39.62;39.62
68245;17/12/2023;Fabrica Doidona Europa;Mola de pressão - Linha Premium;3;89.08;267.23
68245;17/12/2023;Fabrica Doidona Europa;Pneus - Linha Premium;5;809.17;4045.84
68246;17/12/2023;Fabrica Doidona Asia;Foto do Lira - Linha A;4;870;3480
68248;17/12/2023;Fabrica Doidona Brasil;Volante - Linha C;3;700.93;2102.78
68248;17/12/2023;Fabrica Doidona Brasil;Filtro de Óleo - Linha B;1;21.74;21.74
68250;17/12/2023;Revenda Argentina;Filtro Combustível - Linha B;1;210.84;210.84
68251;17/12/2023;Original Fábrica Mexico;Filtro Combustível - Linha C;4;242.47;969.87
68251;17/12/2023;Original Fábrica Mexico;Foto do Lira - Linha A;2;870;1740
68256;17/12/2023;Original Fábrica EUA;Pneus - Linha Premium;3;809.17;2427.5
68257;17/12/2023;Revenda Mexico;Filtro de Óleo - Linha B;2;21.74;43.47
68259;17/12/2023;Revenda Asia;Volante - Linha A;3;530;1590
68262;17/12/2023;Fabrica Hashtag EUA;Correia - Linha A;1;119.92;119.92
68263;17/12/2023;Fabrica Hashtag Internacional;Bateria - Linha B;4;550.85;2203.4
68264;17/12/2023;Fabrica Doidona EUA;Radiador - Linha C;1;339.75;339.75
68266;17/12/2023;Fabrica Hashtag Asia;Terminal de Direção - Linha C;2;179.86;359.72
68266;17/12/2023;Fabrica Hashtag Asia;Farol Principal - Linha B;1;183.89;183.89
68268;17/12/2023;Revenda Europa;Filtro Combustível - Linha B;5;210.84;1054.21
68268;17/12/2023;Revenda Europa;Volante - Linha Premium;5;1191.57;5957.86
68270;17/12/2023;Fabrica Doidona Brasil;Filtro Combustível - Linha C;1;242.47;242.47
68271;17/12/2023;Fabrica Hashtag Internacional;Barra Estabilizadora - Linha A;2;395.8;791.6
68271;17/12/2023;Fabrica Hashtag Internacional;Bomba d'agua - Linha Premium;1;1245.31;1245.31
68272;17/12/2023;Original Fábrica Asia;Logo Hashtag - Linha C;1;13.23;13.23
68273;17/12/2023;Revenda Argentina;Bomba d'agua - Linha C;5;732.53;3662.66
68274;17/12/2023;Revenda EUA;Rolamento das Rodas - Linha C;1;248.5;248.5
68276;17/12/2023;Revenda Asia;Pneus - Linha A;2;359.91;719.82
68276;17/12/2023;Revenda Asia;Kit Embreagem - Linha Premium;1;854.34;854.34
68277;17/12/2023;Fabrica Hashtag Mexico;Bomba d'agua - Linha A;2;553.9;1107.8
68278;17/12/2023;Original Fábrica Asia;Filtro Combustível - Linha A;5;183.34;916.7
68279;17/12/2023;Original Fábrica Brasil;Filtro Combustível - Linha Premium;3;412.19;1236.58
68279;17/12/2023;Original Fábrica Brasil;Filtro Combustível - Linha B;4;210.84;843.36
68280;17/12/2023;Original Fábrica Argentina;Bomba d'agua - Linha B;1;636.99;636.99
68281;17/12/2023;Fabrica Doidona Mexico;Rolamento das Rodas - Linha B;1;216.09;216.09
68282;17/12/2023;Fabrica Hashtag EUA;Condensador - Linha B;4;793.39;3173.54
68282;17/12/2023;Fabrica Hashtag EUA;Caixa de Marcha - Linha A;3;4990;14970
68287;17/12/2023;Fabrica Doidona Europa;Filtro de Óleo - Linha C;2;25;49.99
68288;17/12/2023;Original Fábrica Argentina;Kit Embreagem - Linha C;1;502.55;502.55
68290;17/12/2023;Original Fábrica Asia;Óleo Motor - Linha Premium;1;582.3;582.3
68291;17/12/2023;Original Fábrica Asia;Condensador - Linha A;2;689.9;1379.8
68292;17/12/2023;Fabrica Doidona Mexico;Caixa de Marcha - Linha Premium;3;11218.77;33656.3
68293;17/12/2023;Original Fábrica Asia;Barra Estabilizadora - Linha B;2;455.17;910.34
68294;17/12/2023;Fabrica Hashtag Internacional;Mola de pressão - Linha B;1;45.56;45.56
68295;17/12/2023;Original Fábrica Brasil;Pneus - Linha Premium;1;809.17;809.17
68296;17/12/2023;Fabrica Hashtag Internacional;Kit Embreagem - Linha Premium;5;854.34;4271.68
68297;17/12/2023;Fabrica Hashtag Mexico;Bateria - Linha B;1;550.85;550.85
68298;17/12/2023;Revenda Europa;Bateria - Linha C;2;633.48;1266.96
68299;17/12/2023;Revenda EUA;Filtro de Óleo - Linha Premium;3;42.49;127.48
68301;17/12/2023;Revenda Asia;Filtro de Óleo - Linha Premium;4;42.49;169.97
68303;17/12/2023;Revenda EUA;Terminal de Direção - Linha B;1;156.4;156.4
68303;17/12/2023;Revenda EUA;Bomba d'agua - Linha Premium;2;1245.31;2490.61
68303;17/12/2023;Revenda EUA;Foto do Lira - Linha A;2;870;1740
68304;17/12/2023;Revenda Mexico;Pneus - Linha B;2;413.9;827.79
68304;17/12/2023;Revenda Mexico;Caixa de Marcha - Linha Premium;1;11218.77;11218.77
68306;17/12/2023;Original Fábrica Brasil;Barra Estabilizadora - Linha C;1;523.45;523.45
68307;17/12/2023;Fabrica Doidona Asia;Farol Principal - Linha A;1;159.9;159.9
68307;17/12/2023;Fabrica Doidona Asia;Filtro de Óleo - Linha A;1;18.9;18.9
68308;17/12/2023;Revenda Brasil;Farol Principal - Linha B;1;183.89;183.89
68309;17/12/2023;Revenda Mexico;Óleo Motor - Linha C;2;342.53;685.06
68311;17/12/2023;Original Fábrica Brasil;Bomba d'agua - Linha Premium;2;1245.31;2490.61
68312;17/12/2023;Revenda Brasil;Condensador - Linha C;1;912.39;912.39
68314;17/12/2023;Fabrica Hashtag Asia;Terminal de Direção - Linha C;1;179.86;179.86
68315;17/12/2023;Fabrica Doidona Brasil;Correia - Linha A;1;119.92;119.92
68319;17/12/2023;Revenda Argentina;Filtro de Óleo - Linha B;2;21.74;43.47
68321;17/12/2023;Revenda Brasil;Óleo Motor - Linha A;3;259;777
68325;17/12/2023;Revenda EUA;Caixa de Marcha - Linha Premium;2;11218.77;22437.54
68326;17/12/2023;Fabrica Hashtag Internacional;Logo Hashtag - Linha Premium;1;22.48;22.48
68327;17/12/2023;Revenda Europa;Pneus - Linha A;1;359.91;359.91
68329;17/12/2023;Fabrica Hashtag Brasil;Farol Principal - Linha A;1;159.9;159.9
68331;17/12/2023;Fabrica Hashtag Mexico;Terminal de Direção - Linha C;1;179.86;179.86
68333;17/12/2023;Revenda EUA;Bateria - Linha B;2;550.85;1101.7
68334;17/12/2023;Revenda Asia;Terminal de Direção - Linha C;4;179.86;719.44
68336;17/12/2023;Fabrica Hashtag EUA;Farol Principal - Linha A;2;159.9;319.8
68336;17/12/2023;Fabrica Hashtag EUA;Condensador - Linha A;2;689.9;1379.8
68339;17/12/2023;Revenda Argentina;Barra Estabilizadora - Linha C;2;523.45;1046.89
68339;17/12/2023;Revenda Argentina;Farol Principal - Linha Premium;1;359.5;359.5
68340;17/12/2023;Fabrica Doidona Brasil;Correia - Linha A;1;119.92;119.92
68340;17/12/2023;Fabrica Doidona Brasil;Mola de pressão - Linha C;4;52.4;209.59
68341;17/12/2023;Fabrica Hashtag Internacional;Logo Hashtag - Linha B;3;11.5;34.5
68341;17/12/2023;Fabrica Hashtag Internacional;Condensador - Linha B;2;793.39;1586.77
68341;17/12/2023;Fabrica Hashtag Internacional;Foto do Lira - Linha Premium;4;1955.98;7823.91
68341;17/12/2023;Fabrica Hashtag Internacional;Bomba d'agua - Linha A;2;553.9;1107.8
68342;17/12/2023;Fabrica Hashtag EUA;Bomba d'agua - Linha B;4;636.99;2547.94
68344;17/12/2023;Revenda EUA;Pneus - Linha Premium;1;809.17;809.17
68345;17/12/2023;Fabrica Hashtag Brasil;Mola de pressão - Linha B;5;45.56;227.82
68346;17/12/2023;Revenda Mexico;Correia - Linha A;2;119.92;239.84
68348;17/12/2023;Original Fábrica Asia;Filtro de Óleo - Linha B;5;21.74;108.68
68352;17/12/2023;Revenda Brasil;Condensador - Linha C;3;912.39;2737.18
68355;17/12/2023;Revenda EUA;Barra Estabilizadora - Linha A;1;395.8;395.8
68355;17/12/2023;Revenda EUA;Filtro Combustível - Linha Premium;4;412.19;1648.78
68355;17/12/2023;Revenda EUA;Filtro de Óleo - Linha A;1;18.9;18.9
68355;17/12/2023;Revenda EUA;Volante - Linha Premium;1;1191.57;1191.57
68357;17/12/2023;Fabrica Hashtag Europa;Condensador - Linha A;1;689.9;689.9
68358;17/12/2023;Revenda Europa;Farol Principal - Linha C;2;211.47;422.94
68358;17/12/2023;Revenda Europa;Farol Principal - Linha B;1;183.89;183.89
68359;17/12/2023;Original Fábrica Argentina;Filtro Combustível - Linha B;1;210.84;210.84
68360;17/12/2023;Revenda Mexico;Filtro de Óleo - Linha A;2;18.9;37.8
68363;17/12/2023;Fabrica Hashtag Brasil;Condensador - Linha A;3;689.9;2069.7
68364;17/12/2023;Fabrica Doidona Asia;Logo Hashtag - Linha Premium;1;22.48;22.48
68365;17/12/2023;Revenda Brasil;Óleo Motor - Linha C;2;342.53;685.06
68365;17/12/2023;Revenda Brasil;Terminal de Direção - Linha B;4;156.4;625.6
68366;17/12/2023;Fabrica Hashtag EUA;Bateria - Linha B;5;550.85;2754.25
68367;17/12/2023;Fabrica Doidona Europa;Radiador - Linha A;2;256.9;513.8
68368;17/12/2023;Fabrica Hashtag Argentina;Farol Principal - Linha B;3;183.89;551.66
68368;17/12/2023;Fabrica Hashtag Argentina;Farol Principal - Linha Premium;1;359.5;359.5
68370;17/12/2023;Fabrica Doidona Asia;Mola de pressão - Linha Premium;2;89.08;178.15
68370;17/12/2023;Fabrica Doidona Asia;Condensador - Linha A;5;689.9;3449.5
68372;17/12/2023;Fabrica Doidona Argentina;Correia - Linha C;2;158.59;317.19
68376;17/12/2023;Revenda Brasil;Foto do Lira - Linha Premium;1;1955.98;1955.98
68377;17/12/2023;Fabrica Hashtag EUA;Terminal de Direção - Linha Premium;2;305.76;611.52
68377;17/12/2023;Fabrica Hashtag EUA;Kit Embreagem - Linha B;2;437;874
68378;17/12/2023;Revenda Brasil;Filtro de Óleo - Linha A;2;18.9;37.8
68378;17/12/2023;Revenda Brasil;Logo Hashtag - Linha A;1;10;10
68380;17/12/2023;Fabrica Doidona Europa;Terminal de Direção - Linha C;1;179.86;179.86
68381;17/12/2023;Original Fábrica Brasil;Filtro de Óleo - Linha Premium;1;42.49;42.49
68383;17/12/2023;Revenda Brasil;Barra Estabilizadora - Linha C;3;523.45;1570.34
68385;17/12/2023;Fabrica Hashtag Europa;Condensador - Linha Premium;1;1551.07;1551.07
68385;17/12/2023;Fabrica Hashtag Europa;Volante - Linha A;2;530;1060
68386;17/12/2023;Revenda Asia;Rolamento das Rodas - Linha C;1;248.5;248.5
68388;17/12/2023;Original Fábrica Asia;Kit Embreagem - Linha A;1;380;380
68390;17/12/2023;Original Fábrica EUA;Pneus - Linha A;2;359.91;719.82
68391;17/12/2023;Revenda Mexico;Filtro Combustível - Linha C;1;242.47;242.47
68393;17/12/2023;Fabrica Hashtag Asia;Bateria - Linha A;5;479;2395
68393;17/12/2023;Fabrica Hashtag Asia;Kit Embreagem - Linha Premium;2;854.34;1708.67
68394;17/12/2023;Fabrica Hashtag Brasil;Correia - Linha C;1;158.59;158.59
68394;17/12/2023;Fabrica Hashtag Brasil;Condensador - Linha B;2;793.39;1586.77
68394;17/12/2023;Fabrica Hashtag Brasil;Filtro Combustível - Linha A;5;183.34;916.7
68398;17/12/2023;Fabrica Doidona Mexico;Bomba d'agua - Linha Premium;3;1245.31;3735.92
68405;17/12/2023;Fabrica Hashtag Asia;Pneus - Linha A;2;359.91;719.82
68406;17/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha B;3;11.5;34.5
68407;17/12/2023;Revenda Europa;Bomba d'agua - Linha A;1;553.9;553.9
68409;17/12/2023;Fabrica Doidona Brasil;Filtro de Óleo - Linha Premium;4;42.49;169.97
68409;17/12/2023;Fabrica Doidona Brasil;Rolamento das Rodas - Linha B;1;216.09;216.09
68411;17/12/2023;Revenda Brasil;Bateria - Linha B;2;550.85;1101.7
68412;17/12/2023;Revenda Asia;Condensador - Linha Premium;2;1551.07;3102.14
68414;17/12/2023;Revenda Argentina;Condensador - Linha C;1;912.39;912.39
68414;17/12/2023;Revenda Argentina;Bomba d'agua - Linha A;4;553.9;2215.6
68414;17/12/2023;Revenda Argentina;Filtro Combustível - Linha C;3;242.47;727.4
68414;17/12/2023;Revenda Argentina;Terminal de Direção - Linha A;2;136;272
68415;17/12/2023;Fabrica Doidona Asia;Caixa de Marcha - Linha Premium;1;11218.77;11218.77
68415;17/12/2023;Fabrica Doidona Asia;Radiador - Linha Premium;3;577.58;1732.73
68416;17/12/2023;Fabrica Doidona Argentina;Farol Principal - Linha C;4;211.47;845.87
68418;18/12/2023;Original Fábrica Mexico;Foto do Lira - Linha A;2;870;1740
68424;18/12/2023;Fabrica Doidona Brasil;Correia - Linha Premium;1;269.61;269.61
68427;18/12/2023;Original Fábrica EUA;Radiador - Linha Premium;2;577.58;1155.15
68428;18/12/2023;Original Fábrica Argentina;Kit Embreagem - Linha B;1;437;437
68428;18/12/2023;Original Fábrica Argentina;Foto do Lira - Linha A;3;870;2610
68429;18/12/2023;Fabrica Hashtag Internacional;Terminal de Direção - Linha C;3;179.86;539.58
68430;18/12/2023;Fabrica Doidona Brasil;Caixa de Marcha - Linha Premium;2;11218.77;22437.54
68431;18/12/2023;Fabrica Hashtag Brasil;Filtro Combustível - Linha B;4;210.84;843.36
68431;18/12/2023;Fabrica Hashtag Brasil;Bateria - Linha Premium;2;1076.91;2153.82
68432;18/12/2023;Fabrica Doidona Asia;Condensador - Linha B;2;793.39;1586.77
68432;18/12/2023;Fabrica Doidona Asia;Bateria - Linha C;4;633.48;2533.91
68433;18/12/2023;Revenda Argentina;Filtro de Óleo - Linha B;1;21.74;21.74
68435;18/12/2023;Fabrica Doidona Europa;Logo Hashtag - Linha B;2;11.5;23
68436;18/12/2023;Fabrica Hashtag EUA;Bomba d'agua - Linha A;2;553.9;1107.8
68437;18/12/2023;Revenda Europa;Farol Principal - Linha B;3;183.89;551.66
68438;18/12/2023;Revenda EUA;Radiador - Linha A;3;256.9;770.7
68438;18/12/2023;Revenda EUA;Barra Estabilizadora - Linha C;4;523.45;2093.78
68441;18/12/2023;Revenda EUA;Bateria - Linha B;5;550.85;2754.25
68442;18/12/2023;Fabrica Doidona Argentina;Terminal de Direção - Linha B;1;156.4;156.4
68442;18/12/2023;Fabrica Doidona Argentina;Radiador - Linha B;3;295.44;886.31
68442;18/12/2023;Fabrica Doidona Argentina;Farol Principal - Linha Premium;1;359.5;359.5
68445;18/12/2023;Fabrica Hashtag Argentina;Filtro Combustível - Linha A;3;183.34;550.02
68445;18/12/2023;Fabrica Hashtag Argentina;Óleo Motor - Linha A;3;259;777
68445;18/12/2023;Fabrica Hashtag Argentina;Bomba d'agua - Linha Premium;3;1245.31;3735.92
68446;18/12/2023;Original Fábrica Europa;Filtro de Óleo - Linha A;5;18.9;94.5
68449;18/12/2023;Fabrica Hashtag Asia;Kit Embreagem - Linha Premium;2;854.34;1708.67
68450;18/12/2023;Original Fábrica Europa;Terminal de Direção - Linha B;2;156.4;312.8
68452;18/12/2023;Fabrica Hashtag Brasil;Rolamento das Rodas - Linha A;1;187.9;187.9
68453;18/12/2023;Revenda Asia;Pneus - Linha A;2;359.91;719.82
68453;18/12/2023;Revenda Asia;Óleo Motor - Linha A;1;259;259
68454;18/12/2023;Fabrica Doidona Argentina;Mola de pressão - Linha B;5;45.56;227.82
68456;18/12/2023;Fabrica Hashtag Internacional;Correia - Linha B;1;137.91;137.91
68458;18/12/2023;Fabrica Doidona Europa;Bateria - Linha B;1;550.85;550.85
68459;18/12/2023;Revenda Argentina;Pneus - Linha Premium;2;809.17;1618.34
68463;18/12/2023;Original Fábrica Europa;Farol Principal - Linha Premium;2;359.5;718.99
68463;18/12/2023;Original Fábrica Europa;Caixa de Marcha - Linha A;5;4990;24950
68464;18/12/2023;Fabrica Hashtag Asia;Volante - Linha A;1;530;530
68465;18/12/2023;Original Fábrica Asia;Filtro de Óleo - Linha A;1;18.9;18.9
68469;18/12/2023;Fabrica Doidona Brasil;Foto do Lira - Linha B;1;1000.5;1000.5
68470;18/12/2023;Fabrica Doidona EUA;Farol Principal - Linha B;3;183.89;551.66
68472;18/12/2023;Original Fábrica Brasil;Terminal de Direção - Linha Premium;1;305.76;305.76
68474;18/12/2023;Original Fábrica Asia;Kit Embreagem - Linha Premium;1;854.34;854.34
68475;18/12/2023;Fabrica Doidona EUA;Foto do Lira - Linha C;2;1150.58;2301.15
68475;18/12/2023;Fabrica Doidona EUA;Rolamento das Rodas - Linha C;5;248.5;1242.49
68476;18/12/2023;Revenda Brasil;Correia - Linha Premium;4;269.61;1078.44
68480;18/12/2023;Fabrica Doidona Brasil;Farol Principal - Linha B;2;183.89;367.77
68481;18/12/2023;Original Fábrica Asia;Kit Embreagem - Linha Premium;2;854.34;1708.67
68482;18/12/2023;Fabrica Hashtag Brasil;Correia - Linha A;1;119.92;119.92
68482;18/12/2023;Fabrica Hashtag Brasil;Farol Principal - Linha C;3;211.47;634.4
68482;18/12/2023;Fabrica Hashtag Brasil;Volante - Linha Premium;1;1191.57;1191.57
68484;18/12/2023;Original Fábrica Brasil;Foto do Lira - Linha B;3;1000.5;3001.5
68485;18/12/2023;Original Fábrica Mexico;Foto do Lira - Linha A;1;870;870
68488;18/12/2023;Original Fábrica Argentina;Logo Hashtag - Linha A;5;10;50
68488;18/12/2023;Original Fábrica Argentina;Pneus - Linha A;1;359.91;359.91
68490;18/12/2023;Fabrica Doidona Brasil;Pneus - Linha B;3;413.9;1241.69
68491;18/12/2023;Revenda Argentina;Condensador - Linha B;3;793.39;2380.16
68493;18/12/2023;Fabrica Hashtag Asia;Condensador - Linha B;1;793.39;793.39
68493;18/12/2023;Fabrica Hashtag Asia;Filtro Combustível - Linha Premium;2;412.19;824.39
68493;18/12/2023;Fabrica Hashtag Asia;Farol Principal - Linha C;2;211.47;422.94
68493;18/12/2023;Fabrica Hashtag Asia;Bomba d'agua - Linha A;2;553.9;1107.8
68494;18/12/2023;Fabrica Doidona Argentina;Terminal de Direção - Linha C;1;179.86;179.86
68496;18/12/2023;Fabrica Hashtag Brasil;Filtro de Óleo - Linha B;2;21.74;43.47
68496;18/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha Premium;1;22.48;22.48
68497;18/12/2023;Original Fábrica Asia;Filtro de Óleo - Linha B;2;21.74;43.47
68497;18/12/2023;Original Fábrica Asia;Logo Hashtag - Linha B;2;11.5;23
68500;18/12/2023;Revenda Europa;Logo Hashtag - Linha C;2;13.23;26.45
68501;18/12/2023;Fabrica Hashtag Europa;Rolamento das Rodas - Linha Premium;5;422.45;2112.23
68501;18/12/2023;Fabrica Hashtag Europa;Volante - Linha Premium;1;1191.57;1191.57
68502;18/12/2023;Original Fábrica Brasil;Terminal de Direção - Linha B;1;156.4;156.4
68502;18/12/2023;Original Fábrica Brasil;Caixa de Marcha - Linha A;2;4990;9980
68505;18/12/2023;Fabrica Hashtag Mexico;Foto do Lira - Linha C;5;1150.58;5752.88
68507;18/12/2023;Original Fábrica Mexico;Terminal de Direção - Linha C;1;179.86;179.86
68508;18/12/2023;Fabrica Hashtag Asia;Foto do Lira - Linha A;1;870;870
68509;18/12/2023;Fabrica Doidona Brasil;Pneus - Linha A;5;359.91;1799.55
68510;18/12/2023;Revenda Europa;Óleo Motor - Linha C;1;342.53;342.53
68510;18/12/2023;Revenda Europa;Terminal de Direção - Linha A;3;136;408
68511;18/12/2023;Fabrica Hashtag Internacional;Mola de pressão - Linha A;3;39.62;118.86
68511;18/12/2023;Fabrica Hashtag Internacional;Filtro Combustível - Linha C;1;242.47;242.47
68512;18/12/2023;Original Fábrica Brasil;Rolamento das Rodas - Linha Premium;2;422.45;844.89
68513;18/12/2023;Fabrica Hashtag Brasil;Óleo Motor - Linha C;1;342.53;342.53
68514;18/12/2023;Revenda Argentina;Logo Hashtag - Linha B;1;11.5;11.5
68517;18/12/2023;Revenda Mexico;Filtro Combustível - Linha C;1;242.47;242.47
68517;18/12/2023;Revenda Mexico;Volante - Linha Premium;1;1191.57;1191.57
68518;18/12/2023;Fabrica Hashtag Europa;Terminal de Direção - Linha A;1;136;136
68519;18/12/2023;Fabrica Hashtag Asia;Terminal de Direção - Linha B;2;156.4;312.8
68519;18/12/2023;Fabrica Hashtag Asia;Barra Estabilizadora - Linha C;1;523.45;523.45
68519;18/12/2023;Fabrica Hashtag Asia;Radiador - Linha C;2;339.75;679.5
68519;18/12/2023;Fabrica Hashtag Asia;Filtro de Óleo - Linha A;1;18.9;18.9
68519;18/12/2023;Fabrica Hashtag Asia;Bomba d'agua - Linha Premium;2;1245.31;2490.61
68520;18/12/2023;Original Fábrica Mexico;Rolamento das Rodas - Linha A;2;187.9;375.8
68520;18/12/2023;Original Fábrica Mexico;Volante - Linha Premium;1;1191.57;1191.57
68522;18/12/2023;Original Fábrica Brasil;Mola de pressão - Linha B;1;45.56;45.56
68522;18/12/2023;Original Fábrica Brasil;Filtro Combustível - Linha C;3;242.47;727.4
68522;18/12/2023;Original Fábrica Brasil;Filtro Combustível - Linha C;2;242.47;484.93
68524;18/12/2023;Fabrica Hashtag Argentina;Correia - Linha A;2;119.92;239.84
68524;18/12/2023;Fabrica Hashtag Argentina;Correia - Linha A;2;119.92;239.84
68525;18/12/2023;Revenda Mexico;Radiador - Linha C;1;339.75;339.75
68526;18/12/2023;Fabrica Hashtag Internacional;Filtro Combustível - Linha Premium;1;412.19;412.19
68526;18/12/2023;Fabrica Hashtag Internacional;Pneus - Linha B;1;413.9;413.9
68526;18/12/2023;Fabrica Hashtag Internacional;Volante - Linha Premium;4;1191.57;4766.29
68528;18/12/2023;Fabrica Hashtag Europa;Bateria - Linha A;2;479;958
68531;18/12/2023;Revenda Brasil;Rolamento das Rodas - Linha Premium;3;422.45;1267.34
68532;18/12/2023;Fabrica Hashtag Internacional;Logo Hashtag - Linha C;1;13.23;13.23
68532;18/12/2023;Fabrica Hashtag Internacional;Farol Principal - Linha A;4;159.9;639.6
68532;18/12/2023;Fabrica Hashtag Internacional;Kit Embreagem - Linha A;1;380;380
68532;18/12/2023;Fabrica Hashtag Internacional;Bateria - Linha B;3;550.85;1652.55
68534;18/12/2023;Original Fábrica Argentina;Filtro Combustível - Linha B;2;210.84;421.68
68534;18/12/2023;Original Fábrica Argentina;Caixa de Marcha - Linha Premium;2;11218.77;22437.54
68536;18/12/2023;Fabrica Doidona Mexico;Filtro de Óleo - Linha Premium;1;42.49;42.49
68538;18/12/2023;Fabrica Hashtag Mexico;Terminal de Direção - Linha Premium;1;305.76;305.76
